Year,City,Sport,Discipline,Athlete,Code,Gender,Event,Medal,Country
1972,Sapporo,Skiing,Alpine Skiing,Marie-Theres Nadig,SUI,Women,Downhill,Gold,Switzerland
1972,Sapporo,Skiing,Alpine Skiing,Werner Mattle,SUI,Men,Giant Slalom,Bronze,Switzerland
1972,Sapporo,Skiing,Alpine Skiing,Edmund Bruggmann,SUI,Men,Giant Slalom,Silver,Switzerland
1972,Sapporo,Skiing,Alpine Skiing,Marie-Theres Nadig,SUI,Women,Giant Slalom,Gold,Switzerland
1972,Sapporo,Skiing,Cross Country Skiing,Albert Giger,SUI,Men,4X10KM Relay,Bronze,Switzerland
1972,Sapporo,Skiing,Cross Country Skiing,Eduard Hauser,SUI,Men,4X10KM Relay,Bronze,Switzerland
1972,Sapporo,Skiing,Cross Country Skiing,Alfred Kälin,SUI,Men,4X10KM Relay,Bronze,Switzerland
1972,Sapporo,Skiing,Cross Country Skiing,Alois Kälin,SUI,Men,4X10KM Relay,Bronze,Switzerland
1972,Sapporo,Skiing,Ski Jumping,Walter Steiner,SUI,Men,K120 Individual (90M),Silver,Switzerland
1976,Innsbruck,Bobsleigh,Bobsleigh,Ulrich Bächli,SUI,Men,Four-Man,Silver,Switzerland
1976,Innsbruck,Bobsleigh,Bobsleigh,Joseph Benz,SUI,Men,Four-Man,Silver,Switzerland
1976,Innsbruck,Bobsleigh,Bobsleigh,Rudolf Marti,SUI,Men,Four-Man,Silver,Switzerland
1976,Innsbruck,Bobsleigh,Bobsleigh,Erich Schärer,SUI,Men,Four-Man,Silver,Switzerland
1976,Innsbruck,Bobsleigh,Bobsleigh,Joseph Benz,SUI,Men,Two-Man,Bronze,Switzerland
1976,Innsbruck,Bobsleigh,Bobsleigh,Erich Schärer,SUI,Men,Two-Man,Bronze,Switzerland
1976,Innsbruck,Skiing,Alpine Skiing,Bernhard Russi,SUI,Men,Downhill,Silver,Switzerland
1976,Innsbruck,Skiing,Alpine Skiing,Heini Hemmi,SUI,Men,Giant Slalom,Gold,Switzerland
1976,Innsbruck,Skiing,Alpine Skiing,Ernst Good,SUI,Men,Giant Slalom,Silver,Switzerland
1980,Lake Placid,Bobsleigh,Bobsleigh,Ulrich Bächli,SUI,Men,Four-Man,Silver,Switzerland
1980,Lake Placid,Bobsleigh,Bobsleigh,Joseph Benz,SUI,Men,Four-Man,Silver,Switzerland
1980,Lake Placid,Bobsleigh,Bobsleigh,Rudolf Marti,SUI,Men,Four-Man,Silver,Switzerland
1980,Lake Placid,Bobsleigh,Bobsleigh,Erich Schärer,SUI,Men,Four-Man,Silver,Switzerland
1980,Lake Placid,Bobsleigh,Bobsleigh,Joseph Benz,SUI,Men,Two-Man,Gold,Switzerland
1980,Lake Placid,Bobsleigh,Bobsleigh,Erich Schärer,SUI,Men,Two-Man,Gold,Switzerland
1980,Lake Placid,Skiing,Alpine Skiing,Marie-Theres Nadig,SUI,Women,Downhill,Bronze,Switzerland
1980,Lake Placid,Skiing,Alpine Skiing,Jacques Lüthy,SUI,Men,Slalom,Bronze,Switzerland
1980,Lake Placid,Skiing,Alpine Skiing,Erika Hess,SUI,Women,Slalom,Bronze,Switzerland
1984,Sarajevo,Bobsleigh,Bobsleigh,Rico Freiermuth,SUI,Men,Four-Man,Bronze,Switzerland
1984,Sarajevo,Bobsleigh,Bobsleigh,Silvio Giobellina,SUI,Men,Four-Man,Bronze,Switzerland
1984,Sarajevo,Bobsleigh,Bobsleigh,Urs Salzmann,SUI,Men,Four-Man,Bronze,Switzerland
1984,Sarajevo,Bobsleigh,Bobsleigh,Heinz Stettler,SUI,Men,Four-Man,Bronze,Switzerland
1984,Sarajevo,Skiing,Alpine Skiing,Peter Müller,SUI,Men,Downhill,Silver,Switzerland
1984,Sarajevo,Skiing,Alpine Skiing,Michela Figini,SUI,Women,Downhill,Gold,Switzerland
1984,Sarajevo,Skiing,Alpine Skiing,Maria Walliser,SUI,Women,Downhill,Silver,Switzerland
1984,Sarajevo,Skiing,Alpine Skiing,Max Julen,SUI,Men,Giant Slalom,Gold,Switzerland
1988,Calgary,Bobsleigh,Bobsleigh,Ekkehard Fasser,SUI,Men,Four-Man,Gold,Switzerland
1988,Calgary,Bobsleigh,Bobsleigh,Marcel Fässler,SUI,Men,Four-Man,Gold,Switzerland
1988,Calgary,Bobsleigh,Bobsleigh,Kurt Meier,SUI,Men,Four-Man,Gold,Switzerland
1988,Calgary,Bobsleigh,Bobsleigh,Werner Stocker,SUI,Men,Four-Man,Gold,Switzerland
1988,Calgary,Skiing,Alpine Skiing,Paul Accola,SUI,Men,Alpine Combined,Bronze,Switzerland
1988,Calgary,Skiing,Alpine Skiing,Maria Walliser,SUI,Women,Alpine Combined,Bronze,Switzerland
1988,Calgary,Skiing,Alpine Skiing,Brigitte Oertli,SUI,Women,Alpine Combined,Silver,Switzerland
1988,Calgary,Skiing,Alpine Skiing,Pirmin Zurbriggen,SUI,Men,Downhill,Gold,Switzerland
1988,Calgary,Skiing,Alpine Skiing,Peter Müller,SUI,Men,Downhill,Silver,Switzerland
1988,Calgary,Skiing,Alpine Skiing,Brigitte Oertli,SUI,Women,Downhill,Silver,Switzerland
1988,Calgary,Skiing,Alpine Skiing,Pirmin Zurbriggen,SUI,Men,Giant Slalom,Bronze,Switzerland
1988,Calgary,Skiing,Alpine Skiing,Maria Walliser,SUI,Women,Giant Slalom,Bronze,Switzerland
1988,Calgary,Skiing,Alpine Skiing,Vreni Schneider,SUI,Women,Giant Slalom,Gold,Switzerland
1988,Calgary,Skiing,Alpine Skiing,Vreni Schneider,SUI,Women,Slalom,Gold,Switzerland
1988,Calgary,Skiing,Alpine Skiing,Michela Figini,SUI,Women,Super-G,Silver,Switzerland
1988,Calgary,Skiing,Cross Country Skiing,Andi Grünenfelder,SUI,Men,50KM,Bronze,Switzerland
1988,Calgary,Skiing,Nordic Combined,Hippolyt Kempf,SUI,Men,Individual,Gold,Switzerland
1988,Calgary,Skiing,Nordic Combined,Fredy Glanzmann,SUI,Men,Team,Silver,Switzerland
1988,Calgary,Skiing,Nordic Combined,Hippolyt Kempf,SUI,Men,Team,Silver,Switzerland
1988,Calgary,Skiing,Nordic Combined,Andreas Schaad,SUI,Men,Team,Silver,Switzerland
1992,Albertville,Bobsleigh,Bobsleigh,Donat Acklin,SUI,Men,Four-Man,Bronze,Switzerland
1992,Albertville,Bobsleigh,Bobsleigh,Curdin Morell,SUI,Men,Four-Man,Bronze,Switzerland
1992,Albertville,Bobsleigh,Bobsleigh,Lorenz Schindelholz,SUI,Men,Four-Man,Bronze,Switzerland
1992,Albertville,Bobsleigh,Bobsleigh,Gustav Weder,SUI,Men,Four-Man,Bronze,Switzerland
1992,Albertville,Bobsleigh,Bobsleigh,Donat Acklin,SUI,Men,Two-Man,Gold,Switzerland
1992,Albertville,Bobsleigh,Bobsleigh,Gustav Weder,SUI,Men,Two-Man,Gold,Switzerland
1992,Albertville,Skiing,Alpine Skiing,Steve Locher,SUI,Men,Alpine Combined,Bronze,Switzerland
1994,Lillehammer,Bobsleigh,Bobsleigh,Donat Acklin,SUI,Men,Four-Man,Silver,Switzerland
1994,Lillehammer,Bobsleigh,Bobsleigh,Kurt Meier,SUI,Men,Four-Man,Silver,Switzerland
1994,Lillehammer,Bobsleigh,Bobsleigh,Domenico Semeraro,SUI,Men,Four-Man,Silver,Switzerland
1994,Lillehammer,Bobsleigh,Bobsleigh,Gustav Weder,SUI,Men,Four-Man,Silver,Switzerland
1994,Lillehammer,Bobsleigh,Bobsleigh,Donat Acklin,SUI,Men,Two-Man,Gold,Switzerland
1994,Lillehammer,Bobsleigh,Bobsleigh,Gustav Weder,SUI,Men,Two-Man,Gold,Switzerland
1994,Lillehammer,Bobsleigh,Bobsleigh,Guido Acklin,SUI,Men,Two-Man,Silver,Switzerland
1994,Lillehammer,Bobsleigh,Bobsleigh,Reto Goetschi,SUI,Men,Two-Man,Silver,Switzerland
1994,Lillehammer,Skiing,Alpine Skiing,Vreni Schneider,SUI,Women,Alpine Combined,Silver,Switzerland
1994,Lillehammer,Skiing,Alpine Skiing,Urs Kaelin,SUI,Men,Giant Slalom,Silver,Switzerland
1994,Lillehammer,Skiing,Alpine Skiing,Vreni Schneider,SUI,Women,Giant Slalom,Bronze,Switzerland
1994,Lillehammer,Skiing,Alpine Skiing,Vreni Schneider,SUI,Women,Slalom,Gold,Switzerland
1994,Lillehammer,Skiing,Freestyle Skiing,Andreas Schönbächler,SUI,Men,Aerials,Gold,Switzerland
1994,Lillehammer,Skiing,Nordic Combined,Jean-Yves Cuendet,SUI,Men,Team,Bronze,Switzerland
1994,Lillehammer,Skiing,Nordic Combined,Hippolyt Kempf,SUI,Men,Team,Bronze,Switzerland
1994,Lillehammer,Skiing,Nordic Combined,Andreas Schaad,SUI,Men,Team,Bronze,Switzerland
1998,Nagano,Bobsleigh,Bobsleigh,Markus Nuessli,SUI,Men,Four-Man,Silver,Switzerland
1998,Nagano,Bobsleigh,Bobsleigh,Marcel Rohner,SUI,Men,Four-Man,Silver,Switzerland
1998,Nagano,Bobsleigh,Bobsleigh,Beat Seitz,SUI,Men,Four-Man,Silver,Switzerland
1998,Nagano,Bobsleigh,Bobsleigh,Markus Wasser,SUI,Men,Four-Man,Silver,Switzerland
1998,Nagano,Curling,Curling,Dominic Andres,SUI,Men,Curling,Gold,Switzerland
1998,Nagano,Curling,Curling,Patrick Huerlimann,SUI,Men,Curling,Gold,Switzerland
1998,Nagano,Curling,Curling,Patrik Loertscher,SUI,Men,Curling,Gold,Switzerland
1998,Nagano,Curling,Curling,Daniel Mueller,SUI,Men,Curling,Gold,Switzerland
1998,Nagano,Curling,Curling,Diego Perren,SUI,Men,Curling,Gold,Switzerland
1998,Nagano,Skiing,Alpine Skiing,Michael Von Gruenigen,SUI,Men,Giant Slalom,Bronze,Switzerland
1998,Nagano,Skiing,Alpine Skiing,Didier Cuche,SUI,Men,Super-G,Silver,Switzerland
1998,Nagano,Skiing,Freestyle Skiing,Colette Brand,SUI,Women,Aerials,Bronze,Switzerland
1998,Nagano,Skiing,Snowboard,Ueli Kestenholz,SUI,Men,Giant-Slalom,Bronze,Switzerland
1998,Nagano,Skiing,Snowboard,Gian Simmen,SUI,Men,Half-Pipe,Gold,Switzerland
2002,Salt Lake City,Bobsleigh,Bobsleigh,Martin Annen,SUI,Men,Two-Man,Bronze,Switzerland
2002,Salt Lake City,Bobsleigh,Bobsleigh,Beat Hefti,SUI,Men,Two-Man,Bronze,Switzerland
2002,Salt Lake City,Bobsleigh,Bobsleigh,Steve Anderhub,SUI,Men,Two-Man,Silver,Switzerland
2002,Salt Lake City,Bobsleigh,Bobsleigh,Christian Reich,SUI,Men,Two-Man,Silver,Switzerland
2002,Salt Lake City,Bobsleigh,Skeleton,Gregor Staehli,SUI,Men,Individual,Bronze,Switzerland
2002,Salt Lake City,Curling,Curling,Markus Eggler,SUI,Men,Curling,Bronze,Switzerland
2002,Salt Lake City,Curling,Curling,Damian Grichting,SUI,Men,Curling,Bronze,Switzerland
2002,Salt Lake City,Curling,Curling,Marco Ramstein,SUI,Men,Curling,Bronze,Switzerland
2002,Salt Lake City,Curling,Curling,Andreas Schwaller,SUI,Men,Curling,Bronze,Switzerland
2002,Salt Lake City,Curling,Curling,Christof Schwaller,SUI,Men,Curling,Bronze,Switzerland
2002,Salt Lake City,Curling,Curling,Laurence Bidaud,SUI,Women,Curling,Silver,Switzerland
2002,Salt Lake City,Curling,Curling,Luzia Ebnoether,SUI,Women,Curling,Silver,Switzerland
2002,Salt Lake City,Curling,Curling,Tanya Frei,SUI,Women,Curling,Silver,Switzerland
2002,Salt Lake City,Curling,Curling,Mirjam Ott,SUI,Women,Curling,Silver,Switzerland
2002,Salt Lake City,Curling,Curling,Nadia Roethlisberger,SUI,Women,Curling,Silver,Switzerland
2002,Salt Lake City,Skiing,Alpine Skiing,Sonja Nef,SUI,Women,Giant Slalom,Bronze,Switzerland
2002,Salt Lake City,Skiing,Cross Country Skiing,Brigitte Albrecht Loretan,SUI,Women,4X5KM Relay,Bronze,Switzerland
2002,Salt Lake City,Skiing,Cross Country Skiing,Andrea Huber,SUI,Women,4X5KM Relay,Bronze,Switzerland
2002,Salt Lake City,Skiing,Cross Country Skiing,Natascia Leonardi Cortesi,SUI,Women,4X5KM Relay,Bronze,Switzerland
2002,Salt Lake City,Skiing,Cross Country Skiing,Laurence Rochat,SUI,Women,4X5KM Relay,Bronze,Switzerland
2002,Salt Lake City,Skiing,Ski Jumping,Simon Ammann,SUI,Men,K120 Individual (90M),Gold,Switzerland
2002,Salt Lake City,Skiing,Ski Jumping,Simon Ammann,SUI,Men,K90 Individual (70M),Gold,Switzerland
2002,Salt Lake City,Skiing,Snowboard,Philipp Schoch,SUI,Men,Giant Parallel Slalom,Gold,Switzerland
2002,Salt Lake City,Skiing,Snowboard,Fabienne Reuteler,SUI,Women,Half-Pipe,Bronze,Switzerland
2006,Turin,Bobsleigh,Bobsleigh,Martin Annen,SUI,Men,Four-Man,Bronze,Switzerland
2006,Turin,Bobsleigh,Bobsleigh,Cedric Grand,SUI,Men,Four-Man,Bronze,Switzerland
2006,Turin,Bobsleigh,Bobsleigh,Beat Hefti,SUI,Men,Four-Man,Bronze,Switzerland
2006,Turin,Bobsleigh,Bobsleigh,Thomas Lamparter,SUI,Men,Four-Man,Bronze,Switzerland
2006,Turin,Bobsleigh,Bobsleigh,Martin Annen,SUI,Men,Two-Man,Bronze,Switzerland
2006,Turin,Bobsleigh,Bobsleigh,Beat Hefti,SUI,Men,Two-Man,Bronze,Switzerland
2006,Turin,Bobsleigh,Skeleton,Gregor Staehli,SUI,Men,Individual,Bronze,Switzerland
2006,Turin,Bobsleigh,Skeleton,Maya Pedersen,SUI,Women,Individual,Gold,Switzerland
2006,Turin,Curling,Curling,Binia Beeli,SUI,Women,Curling,Silver,Switzerland
2006,Turin,Curling,Curling,Manuela Kormann,SUI,Women,Curling,Silver,Switzerland
2006,Turin,Curling,Curling,Michele Moser,SUI,Women,Curling,Silver,Switzerland
2006,Turin,Curling,Curling,Mirjam Ott,SUI,Women,Curling,Silver,Switzerland
2006,Turin,Curling,Curling,Valeria Spaelty,SUI,Women,Curling,Silver,Switzerland
2006,Turin,Skating,Figure skating,Stephane Lambiel,SUI,Men,Individual,Silver,Switzerland
2006,Turin,Skiing,Alpine Skiing,Bruno Kernen,SUI,Men,Downhill,Bronze,Switzerland
2006,Turin,Skiing,Alpine Skiing,Martina Schild,SUI,Women,Downhill,Silver,Switzerland
2006,Turin,Skiing,Alpine Skiing,Ambrosi Hoffmann,SUI,Men,Super-G,Bronze,Switzerland
2006,Turin,Skiing,Freestyle Skiing,Evelyne Leu,SUI,Women,Aerials,Gold,Switzerland
2006,Turin,Skiing,Snowboard,Philipp Schoch,SUI,Men,Giant Parallel Slalom,Gold,Switzerland
2006,Turin,Skiing,Snowboard,Simon Schoch,SUI,Men,Giant Parallel Slalom,Silver,Switzerland
2006,Turin,Skiing,Snowboard,Daniela Meuli,SUI,Women,Giant Parallel Slalom,Gold,Switzerland
2006,Turin,Skiing,Snowboard,Tanja Frieden,SUI,Women,Snowboard Cross,Gold,Switzerland
2010,Vancouver,Curling,Curling,Markus Eggler,SUI,Men,Curling,Bronze,Switzerland
2010,Vancouver,Curling,Curling,Jan Hauser,SUI,Men,Curling,Bronze,Switzerland
2010,Vancouver,Curling,Curling,Toni Mueller,SUI,Men,Curling,Bronze,Switzerland
2010,Vancouver,Curling,Curling,Ralph Stoeckli,SUI,Men,Curling,Bronze,Switzerland
2010,Vancouver,Curling,Curling,Simon Struebin,SUI,Men,Curling,Bronze,Switzerland
2010,Vancouver,Skiing,Alpine Skiing,Didier Defago,SUI,Men,Downhill,Gold,Switzerland
2010,Vancouver,Skiing,Alpine Skiing,Carlo Janka,SUI,Men,Giant Slalom,Gold,Switzerland
2010,Vancouver,Skiing,Alpine Skiing,Silvan Zurbriggen,SUI,Men,Super Combined,Bronze,Switzerland
2010,Vancouver,Skiing,Cross Country Skiing,Dario Cologna,SUI,Men,15KM,Gold,Switzerland
2010,Vancouver,Skiing,Freestyle Skiing,Michael Schmid,SUI,Men,Ski Cross,Gold,Switzerland
2010,Vancouver,Skiing,Ski Jumping,Simon Ammann,SUI,Men,K120 Individual (90M),Gold,Switzerland
2010,Vancouver,Skiing,Ski Jumping,Simon Ammann,SUI,Men,K90 Individual (70M),Gold,Switzerland
2010,Vancouver,Skiing,Snowboard,Olivia Nobs,SUI,Women,Snowboard Cross,Bronze,Switzerland
2014,Sochi,Biathlon,Biathlon,Selina Gasparin,SUI,Women,15KM,Silver,Switzerland
2014,Sochi,Bobsleigh,Bobsleigh,Alex Baumann,SUI,Men,Two-Man,Silver,Switzerland
2014,Sochi,Bobsleigh,Bobsleigh,Beat Hefti,SUI,Men,Two-Man,Silver,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Janine Alder,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Livia Altmann,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Sophie Anthamatten,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Laura Benz,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Sara Benz,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Nicole Bullo,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Romy Eggimann,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Sarah Forster,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Angela Frautschi,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Jessica Lutz,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Julia Marty,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Stefanie Marty,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Alina Muller,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Katrin Nabholz,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Evelina Raselli,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Florence Schelling,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Phoebe Staenz,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Lara Stalder,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Anja Stiefel,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Sandra Thalmann,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Ice Hockey,Ice Hockey,Nina Waidacher,SUI,Women,Ice Hockey,Bronze,Switzerland
2014,Sochi,Skiing,Alpine Skiing,Sandro Viletta,SUI,Men,Super Combined,Gold,Switzerland
2014,Sochi,Skiing,Alpine Skiing,Dominique Gisin,SUI,Women,Downhill,Gold,Switzerland
2014,Sochi,Skiing,Alpine Skiing,Lara Gut,SUI,Women,Downhill,Bronze,Switzerland
2014,Sochi,Skiing,Cross Country Skiing,Dario Cologna,SUI,Men,15KM,Gold,Switzerland
2014,Sochi,Skiing,Cross Country Skiing,Dario Cologna,SUI,Men,Combined 15+15K,Gold,Switzerland
2014,Sochi,Skiing,Snowboard,Nevin Galmarini,SUI,Men,Giant Parall.S.,Silver,Switzerland
2014,Sochi,Skiing,Snowboard,Iouri Podladtchikov,SUI,Men,Half-Pipe,Gold,Switzerland
2014,Sochi,Skiing,Snowboard,Patrizia Kummer,SUI,Women,Giant Parall.S.,Gold,Switzerland
1924,Chamonix,Biathlon,Biathlon,V.E. Bremer,FIN,Men,Military Patrol,Silver,Finland
1924,Chamonix,Biathlon,Biathlon,A. Eskelinen,FIN,Men,Military Patrol,Silver,Finland
1924,Chamonix,Biathlon,Biathlon,H. Hirvonen,FIN,Men,Military Patrol,Silver,Finland
1924,Chamonix,Biathlon,Biathlon,Martti Lappalainen,FIN,Men,Military Patrol,Silver,Finland
1924,Chamonix,Skating,Figure skating,Ludowika Jakobsson,FIN,Women,Pairs,Silver,Finland
1924,Chamonix,Skating,Figure skating,Walter Jakobsson,FIN,Men,Pairs,Silver,Finland
1924,Chamonix,Skating,Speed skating,Julius Skutnabb,FIN,Men,10000M,Gold,Finland
1924,Chamonix,Skating,Speed skating,Clas Thunberg,FIN,Men,10000M,Silver,Finland
1924,Chamonix,Skating,Speed skating,Clas Thunberg,FIN,Men,1500M,Gold,Finland
1924,Chamonix,Skating,Speed skating,Clas Thunberg,FIN,Men,5000M,Gold,Finland
1924,Chamonix,Skating,Speed skating,Julius Skutnabb,FIN,Men,5000M,Silver,Finland
1924,Chamonix,Skating,Speed skating,Clas Thunberg,FIN,Men,500M,Bronze,Finland
1924,Chamonix,Skating,Speed skating,Julius Skutnabb,FIN,Men,Combined (4 Events),Bronze,Finland
1924,Chamonix,Skating,Speed skating,Clas Thunberg,FIN,Men,Combined (4 Events),Gold,Finland
1924,Chamonix,Skiing,Cross Country Skiing,Tapani Niku,FIN,Men,18KM,Bronze,Finland
1928,St.Moritz,Skating,Speed skating,Clas Thunberg,FIN,Men,1500M,Gold,Finland
1928,St.Moritz,Skating,Speed skating,Julius Skutnabb,FIN,Men,5000M,Silver,Finland
1928,St.Moritz,Skating,Speed skating,Jaakko Friman,FIN,Men,500M,Bronze,Finland
1928,St.Moritz,Skating,Speed skating,Clas Thunberg,FIN,Men,500M,Gold,Finland
1932,Lake Placid,Skiing,Cross Country Skiing,Veli Saarinen,FIN,Men,18KM,Bronze,Finland
1932,Lake Placid,Skiing,Cross Country Skiing,Veli Saarinen,FIN,Men,50KM,Gold,Finland
1932,Lake Placid,Skiing,Cross Country Skiing,Väinö Liikkanen,FIN,Men,50KM,Silver,Finland
1936,Garmisch Partenkirchen,Skating,Speed skating,Birger Wasenius,FIN,Men,10000M,Silver,Finland
1936,Garmisch Partenkirchen,Skating,Speed skating,Birger Wasenius,FIN,Men,1500M,Bronze,Finland
1936,Garmisch Partenkirchen,Skating,Speed skating,Antero Ojala,FIN,Men,5000M,Bronze,Finland
1936,Garmisch Partenkirchen,Skating,Speed skating,Birger Wasenius,FIN,Men,5000M,Silver,Finland
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,Pekka Niemi,FIN,Men,18KM,Bronze,Finland
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,Kalle Jalkanen,FIN,Men,4X10KM Relay,Gold,Finland
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,Klaus Karppinen,FIN,Men,4X10KM Relay,Gold,Finland
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,Matti Lähde,FIN,Men,4X10KM Relay,Gold,Finland
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,Sulo Nurmela,FIN,Men,4X10KM Relay,Gold,Finland
1948,St.Moritz,Skating,Speed skating,Pentti Lammio,FIN,Men,10000M,Bronze,Finland
1948,St.Moritz,Skating,Speed skating,Lauri Parkkinen,FIN,Men,10000M,Silver,Finland
1948,St.Moritz,Skiing,Cross Country Skiing,August Kiuru,FIN,Men,4X10KM Relay,Silver,Finland
1948,St.Moritz,Skiing,Cross Country Skiing,Teuvo Laukkanen,FIN,Men,4X10KM Relay,Silver,Finland
1948,St.Moritz,Skiing,Cross Country Skiing,Sauli Rytky,FIN,Men,4X10KM Relay,Silver,Finland
1948,St.Moritz,Skiing,Cross Country Skiing,Lauri Silvennoinen,FIN,Men,4X10KM Relay,Silver,Finland
1948,St.Moritz,Skiing,Cross Country Skiing,Benjamin Vanninen,FIN,Men,50KM,Bronze,Finland
1948,St.Moritz,Skiing,Nordic Combined,Heikki Hasu,FIN,Men,Individual,Gold,Finland
1948,St.Moritz,Skiing,Nordic Combined,Martti Huhtala,FIN,Men,Individual,Silver,Finland
1952,Oslo,Skiing,Cross Country Skiing,Siiri Rantanen,FIN,Women,10KM,Bronze,Finland
1952,Oslo,Skiing,Cross Country Skiing,Lydia Wideman,FIN,Women,10KM,Gold,Finland
1952,Oslo,Skiing,Cross Country Skiing,Mirja Hietamies,FIN,Women,10KM,Silver,Finland
1952,Oslo,Skiing,Cross Country Skiing,Paavo Lonkila,FIN,Men,18KM,Bronze,Finland
1952,Oslo,Skiing,Cross Country Skiing,Tapio Mäkelä,FIN,Men,18KM,Silver,Finland
1952,Oslo,Skiing,Cross Country Skiing,Heikki Hasu,FIN,Men,4X10KM Relay,Gold,Finland
1952,Oslo,Skiing,Cross Country Skiing,Urpo Korhonen,FIN,Men,4X10KM Relay,Gold,Finland
1952,Oslo,Skiing,Cross Country Skiing,Paavo Lonkila,FIN,Men,4X10KM Relay,Gold,Finland
1952,Oslo,Skiing,Cross Country Skiing,Tapio Mäkelä,FIN,Men,4X10KM Relay,Gold,Finland
1952,Oslo,Skiing,Cross Country Skiing,Veikko Hakulinen,FIN,Men,50KM,Gold,Finland
1952,Oslo,Skiing,Cross Country Skiing,Eero Kolehmainen,FIN,Men,50KM,Silver,Finland
1952,Oslo,Skiing,Nordic Combined,Heikki Hasu,FIN,Men,Individual,Silver,Finland
1956,Cortina d'Ampezzo,Skating,Speed skating,Toivo Salonen,FIN,Men,1500M,Bronze,Finland
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,Veikko Hakulinen,FIN,Men,30KM Mass Start,Gold,Finland
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,Mirja Hietamies,FIN,Women,3X5KM Relay,Gold,Finland
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,Sirkka Polkunen,FIN,Women,3X5KM Relay,Gold,Finland
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,Siiri Rantanen,FIN,Women,3X5KM Relay,Gold,Finland
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,Veikko Hakulinen,FIN,Men,4X10KM Relay,Silver,Finland
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,August Kiuru,FIN,Men,4X10KM Relay,Silver,Finland
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,Jorma Kortelainen,FIN,Men,4X10KM Relay,Silver,Finland
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,Arvo Viitanen,FIN,Men,4X10KM Relay,Silver,Finland
1956,Cortina d'Ampezzo,Skiing,Cross Country Skiing,Veikko Hakulinen,FIN,Men,50KM,Silver,Finland
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,Antti Hyvärinen,FIN,Men,K90 Individual (70M),Gold,Finland
1956,Cortina d'Ampezzo,Skiing,Ski Jumping,Aulis Kallakorpi,FIN,Men,K90 Individual (70M),Silver,Finland
1960,Squaw Valley,Biathlon,Biathlon,Antti Tyrväinen,FIN,Men,20KM,Silver,Finland
1960,Squaw Valley,Skating,Speed skating,Eevi Huttunen,FIN,Women,3000M,Bronze,Finland
1960,Squaw Valley,Skiing,Cross Country Skiing,Veikko Hakulinen,FIN,Men,15KM,Bronze,Finland
1960,Squaw Valley,Skiing,Cross Country Skiing,Toini K. Pöysti,FIN,Women,3X5KM Relay,Bronze,Finland
1960,Squaw Valley,Skiing,Cross Country Skiing,Siiri Rantanen,FIN,Women,3X5KM Relay,Bronze,Finland
